"Aseua3","Aseua5","Lifespan","RightTarsus","BodyMass","HeadBill","WingLength","dROMsAssay","dROMsAbs505nm","dROMsAbs546nm","dROMsCARRU505nm","dROMsCARRU546nm","natalTQ","dROMs505mMolH2O2","dROMs546mMolH2O2","Froh_imp","OXYabs505nm","OXYabs546nm","OXYmMolHClO505nm","OXYmMolHClO546nm","SexEstimate","FatherAge","MotherAge","ParentLifespan_1","ParentLifespan_0"
0,1,5,25.1,15,35,69,32,0.952,0.623,70.67484,35.49943,12829.23,1.696196,0.8519864,0.122309291,0.445,0.491,145.5649,146.7478,1,2484,1889,11.2027397260274,7.98356164383562
0,1,5,26.7,15,37,69,32,0.952,0.623,70.67484,35.49943,12829.23,1.696196,0.8519864,0.122309291,0.445,0.491,145.5649,146.7478,1,2484,1889,11.2027397260274,7.98356164383562
1,0,1,24.8,13.9,35.8,66,33,0.9,0.634,62.38479,34.85577,24890.58,1.497235,0.8365384,0.161299949,0.323,0.356,167.8519,169.375,0,1102,2672,16.3561643835616,9.6986301369863
1,0,6,24.7,14.4,36.1,64,35,0.862,0.754,48.00693,33.36933,19756.56,1.152166,0.8008639,0.097808393,0.747,0.815,119.0998,121.1738,0,1353,1536,4.01369863013699,11.9753424657534
1,0,6,24.7,14.3,36.6,65,35,0.862,0.754,48.00693,33.36933,19756.56,1.152166,0.8008639,0.097808393,0.747,0.815,119.0998,121.1738,0,1353,1536,4.01369863013699,11.9753424657534
1,0,6,24.7,15.2,36.7,66,35,0.862,0.754,48.00693,33.36933,19756.56,1.152166,0.8008639,0.097808393,0.747,0.815,119.0998,121.1738,0,1353,1536,4.01369863013699,11.9753424657534
1,0,6,25,15.5,36.4,65,35,0.862,0.754,48.00693,33.36933,19756.56,1.152166,0.8008639,0.097808393,0.747,0.815,119.0998,121.1738,0,1353,1536,4.01369863013699,11.9753424657534
1,0,6,24.7,15.8,36.7,66,35,0.862,0.754,48.00693,33.36933,19756.56,1.152166,0.8008639,0.097808393,0.747,0.815,119.0998,121.1738,0,1353,1536,4.01369863013699,11.9753424657534
1,1,11,24.4,14.6,36.2,67,31,1.14275,0.86975,80.47161,49.49915,17177.17,1.931319,1.18798,0.101014084,0.649,0.716,129.5929,130.6573,0,2140,1348,11.5835616438356,3.95068493150685
1,1,11,24.8,13.8,36.3,67,31,1.14275,0.86975,80.47161,49.49915,17177.17,1.931319,1.18798,0.101014084,0.649,0.716,129.5929,130.6573,0,2140,1348,11.5835616438356,3.95068493150685
1,0,1,24.1,13.1,35.3,64,32,1.085,0.84175,82.91411,54.12174,14363.71,1.989939,1.298922,0.152551657,0.619,0.683,122.5601,123.385,0,2499,2568,8.06849315068493,9.72876712328767
1,0,4,24.8,15.6,36.9,66,31,1.344,0.94325,98.9011,55.72094,69486.63,2.373626,1.337302,0.111230505,0.646,0.712,130.0127,131.1737,0,1557,1022,5.56438356164384,7.15616438356164
1,0,4,24.8,15.3,36.9,66,31,1.344,0.94325,98.9011,55.72094,69486.63,2.373626,1.337302,0.111230505,0.646,0.712,130.0127,131.1737,0,1557,1022,5.56438356164384,7.15616438356164
1,1,8,24,13.9333333333333,36.1,66,40,0.9065,0.588,82.73421,42.39786,25237.18,1.985621,1.017549,0.133954435,0.459,0.507,121.5288,122.5044,0,1816.33935585232,509,9.00320530038499,5.27671232876712
1,1,8,24.1,14.8,36,67,40,0.9065,0.588,82.73421,42.39786,25237.18,1.985621,1.017549,0.133954435,0.459,0.507,121.5288,122.5044,0,1816.33935585232,509,9.00320530038499,5.27671232876712
1,1,8,24,13,35.1,66,40,0.9065,0.588,82.73421,42.39786,25237.18,1.985621,1.017549,0.133954435,0.459,0.507,121.5288,122.5044,0,1816.33935585232,509,9.00320530038499,5.27671232876712
1,1,8,24.6,14,35.3,67,40,0.9065,0.588,82.73421,42.39786,25237.18,1.985621,1.017549,0.133954435,0.459,0.507,121.5288,122.5044,0,1816.33935585232,509,9.00320530038499,5.27671232876712
1,0,2,24.25,14,36.3,67.5,39,1.239,0.795,93.32918,45.65972,11237.17,2.2399,1.095833,0.125690021,0.6,0.662,105.1682,105.7328,0,1816.33935585232,809,9.00320530038499,2.88493150684931
1,0,2,24.5,15.8,36.3,67,39,1.239,0.795,93.32918,45.65972,11237.17,2.2399,1.095833,0.125690021,0.6,0.662,105.1682,105.7328,0,1816.33935585232,809,9.00320530038499,2.88493150684931
1,0,2,24,15.7,36.3,68,39,1.239,0.795,93.32918,45.65972,11237.17,2.2399,1.095833,0.125690021,0.6,0.662,105.1682,105.7328,0,1816.33935585232,809,9.00320530038499,2.88493150684931
